ordinal,item,itemLabel,inception,inceptionPrecision,startTime,startTimePrecision,abolished,abolishedPrecision,endTime,endTimePrecision,replaces,replacesLabel,replacedBy,replacedByLabel,follows,followsLabel,followedBy,followedByLabel
,Q12270409,Q12270409,1908-06-15,11,,,1911-02-15,11,,,Q12270404,Q12270404,Q12270412,Q12270412,,,,
,Q12270525,7th Grand National Assembly,1990-07-10,11,,,1991-10-02,11,,,Q12270545,Q12270545,Q12270480,36th National Assembly,,,,
36,Q12270480,36th National Assembly,1991-11-04,11,,,1994-10-17,11,,,Q12270525,7th Grand National Assembly,Q12270479,37th National Assembly,,,,
37,Q12270479,37th National Assembly,1995-01-12,11,,,1997-02-13,11,,,Q12270480,36th National Assembly,Q12270484,38th National Assembly,,,,
38,Q12270484,38th National Assembly,1997-05-07,11,,,2001-04-19,11,,,Q12270479,37th National Assembly,Q12270481,39th National Assembly,,,,
39,Q12270481,39th National Assembly,2001-07-05,11,,,2005-06-17,11,,,Q12270484,38th National Assembly,Q4031257,40th National Assembly,,,,
40,Q4031257,40th National Assembly,2005-07-11,11,,,2009-06-25,11,,,Q12270481,39th National Assembly,Q12270493,41st National Assembly,,,,
41,Q12270493,41st National Assembly,2009-07-14,11,,,2013-03-11,11,,,Q4031257,40th National Assembly,Q17143363,42nd National Assembly,,,,
42,Q17143363,42nd National Assembly,2013-05-21,11,,,2014-08-05,11,,,Q12270493,41st National Assembly,Q20498159,43rd National Assembly,,,,
43,Q20498159,43rd National Assembly,2014-10-27,11,,,2017-01-26,11,,,Q17143363,42nd National Assembly,Q29363818,44th National Assembly,,,,
44,Q29363818,44th National Assembly,2017-04-19,11,,,2021-03-25,11,,,Q20498159,43rd National Assembly,Q106497968,45th National Assembly,,,,
45,Q106497968,45th National Assembly,2021-04-15,11,,,2021-05-12,11,,,Q29363818,44th National Assembly,Q107723824,46th National Assembly,,,,
,Q107723824,46th National Assembly,2021-07-21,11,,,2021-09-16,11,,,Q106497968,45th National Assembly,Q108460448,47th National Assembly of Bulgaria,,,,
47,Q108460448,47th National Assembly of Bulgaria,2021-11-01,10,,,,,,,Q107723824,46th National Assembly,,,,,,
