item,itemLabel,startDate,endDate
Q12281304,Иван Черноземски,1990-09-21,1990-12-20
Q12281304,Иван Черноземски,1990-12-22,1991-11-08
Q12288319,Никола Василев,1991-11-08,1992-12-30
Q12296020,Танчо Гугалов,1992-12-30,1994-10-17
Q12288319,Никола Василев,1994-10-17,1995-01-25
Q12286794,Мими Виткова,1995-01-25,1997-02-12
Q12279837,Емил Таков,1997-02-12,1997-05-21
Q12290377,Петър Бояджиев,1997-05-21,1999-12-21
Q12281696,Илко Семерджиев,1999-12-21,2001-07-24
Q12273511,Божидар Финков,2001-07-24,2003-07-17
Q12293974,Славчо Богоев,2003-07-17,2005-08-16
Q12292013,Радослав Гайдарски,2005-08-16,2008-04-24
Q12279375,Евгений Желев,2008-04-24,2009-07-27
Q12273505,Божидар Нанев,2009-07-27,2010-04-21
Q12272075,Анна-Мария Борисова,2010-04-21,2010-09-29
Q12295230,Стефан Константинов,2010-10-06,2012-03-15
Q3024453,Десислава Атанасова,2012-03-21,2013-03-13
Q12288760,Николай Петров,2013-03-13,2013-05-29
Q15733382,Таня Андреева,2013-05-29,2014-08-06
Q25478012,Мирослав Ненков,2014-08-06,2014-11-07
Q18518477,Петър Москов,2014-11-07,2017-01-27
Q12281696,Илко Семерджиев,2017-01-27,2017-05-04
Q12288760,Николай Петров,2017-05-04,2017-11-10
Q17409213,Кирил Ананиев,2017-11-10,2020-07-24
Q97666454,Костадин Ангелов,2020-07-24,2021-05-12
Q12295434,Стойчо Кацаров,2021-05-12,2021-09-16
Q12295434,Стойчо Кацаров,2021-09-16,2021-12-13
Q110262409,Асена Сербезова,2021-12-13,
