item,itemLabel,startDate,endDate
Q12271899,Ангел Солаков,1969-02-27,1971-07-09
Q12271919,Ангел Цанев,1971-07-09,1973-04-07
Q12278624,Димитър Стоянов,1973-04-07,1976-06-17
Q12278624,Димитър Стоянов,1976-06-17,1981-06-18
Q12278624,Димитър Стоянов,1981-06-18,1986-06-19
Q12278624,Димитър Стоянов,1986-06-19,1988-12-15
Q12276739,Георги Танев,1988-12-15,1990-01-02
Q753398,Атанас Семерджиев,1990-01-02,1990-02-08
Q753398,Атанас Семерджиев,1990-02-08,1990-08-02
Q12295608,Стоян Стоянов,1990-08-02,1990-09-05
Q12290145,Пенчо Пенев,1990-09-05,1990-09-21
Q12290145,Пенчо Пенев,1990-09-22,1990-12-20
Q9191111,Христо Данов,1990-12-20,1991-11-08
Q4427187,Йордан Соколов,1991-11-08,1992-12-30
Q12275264,Виктор Михайлов,1992-12-30,1994-10-17
Q12298971,Чавдар Червенков,1994-10-17,1995-01-25
Q12285427,Любомир Начев,1995-01-25,1996-05-10
Q11792153,Николай Добрев,1996-05-10,1997-02-12
Q4937696,Богомил Бонев,1997-02-12,1997-05-21
Q4937696,Богомил Бонев,1997-05-21,1999-12-21
Q12279784,Емануил Йорданов,1999-12-21,2001-07-24
Q11699668,Георги Петканов,2001-07-24,2005-08-16
Q9323969,Румен Петков,2005-08-16,2008-04-24
Q11778487,Михаил Миков,2008-04-24,2009-07-27
Q244471,Цветан Цветанов,2009-07-27,2013-03-13
Q7179447,Петя Първанова,2013-03-13,2013-05-29
Q12298809,Цветлин Йовчев,2013-05-29,2014-08-06
Q12282118,Йордан Бакалов,2014-08-06,2014-11-07
Q17409260,Веселин Вучков,2014-11-07,2015-03-11
Q18535066,Румяна Бъчварова,2015-03-11,2017-01-27
Q30237387,Пламен Узунов,2017-01-27,2017-05-04
Q17409484,Валентин Радев,2017-05-04,2018-09-20
Q29918858,Младен Маринов,2018-09-20,2020-07-24
Q59651787,Христо Терзийски,2020-07-24,2021-05-12
Q28599818,Бойко Рашков,2021-05-12,2021-09-16
Q28599818,Бойко Рашков,2021-09-16,2021-12-13
Q28599818,Бойко Рашков,2021-12-13,
