item,itemLabel,startDate,endDate,psid
Q20500334,Simeon Simeonov,2009-07-07,2014-06-30,Q20500334-5D29D1BA-A564-4778-B5DD-53EEF0B53370
Q25486596,Rumen Nikolov,2014-06-30,2016-02-08,Q25486596-CA34E3CD-5A43-4472-A94E-01F305943579
Q25487612,Konstantin Popov,2016-02-09,2017-01-19,Q25487612-456F3507-413B-4FF6-AA20-DB2B8DE6005B
Q27919610,Andrey Botsev,2017-03-02,2020-02-27,Q27919610-EBD0EFB2-252A-498E-9D20-705CCA58C6DB
Q28038967,Emil Eftimov,2020-02-27,2020-03-30,Q28038967-2B558AF4-A7C4-4DA6-B000-BE7261F65C71
Q28038967,Emil Eftimov,2017-01-19,2017-03-02,Q28038967-93F2E569-41C5-4162-8C17-BAD210DBF355
Q28038967,Emil Eftimov,2020-03-30,,Q28038967-BA6E84A7-6ABF-44F3-8FA9-EE8B0237C036
Q6035129,Stefan Paprikov,1887-08-18,1887-10-23,Q6035129-9dd7c588-4aa4-3841-6f29-dab3b24c00d3
